PolicyNo,ClaimNo,Insured Country,Insured Name,Broker,Risk Country,Underwriter,Brokerage,Exposure,Gross Premium,Outstanding,Paid,Rate Change,Unique Market Reference,Underwriting Year,Inception Date,Expiry Date,OurShare,Distribution Channel,Class,Division,New Renewal
PL100104,CLM500104,USA,Gary Hensley,Willis,Germany,Daniel Powell,0.05428,795284.8,490827.03,12156.75,518715.85,-0.0804,UMR_vOIoD,2003,2001-03-05 00:00:00,2024-02-15 00:00:00,0.6778,Open Market,Energy,Energy and Construction,Renewal
PL100105,CLM500105,USA,Patricia Holland,Aon,USA,Daniel Powell,0.08076,1602214.04,111079.12,761529.7,134465.55,-0.461,UMR_PKyrh,2000,2003-11-25 00:00:00,2025-04-07 00:00:00,0.6457,Delegated Authority,Energy,Energy and Construction,New
PL100106,CLM500106,UK,Julie Phillips,Marsh,India,Daniel Powell,0.06291,929748.7,165007.32,637520.11,405186.55,-0.0686,UMR_HlAkb,2015,2014-08-13 00:00:00,2024-07-13 00:00:00,0.4092,Open Market,Construction,Energy and Construction,New
PL100107,CLM500107,UK,Timothy Johnson,Marsh,Germany,Daniel Powell,0.04026,1971357.83,532966.53,28229.74,375199.66,0.4127,UMR_mVnGk,1995,2002-06-06 00:00:00,2024-07-13 00:00:00,0.6668,Broker,Marine,Energy and Construction,Renewal
PL100108,CLM500108,USA,Bonnie Nelson,Aon,Germany,Daniel Powell,0.07857,986227.55,1112771.76,46743.75,166487.32,0.1566,UMR_VOsjS,2005,2006-09-10 00:00:00,2023-05-10 00:00:00,0.7644,Broker,Construction,Energy and Construction,Renewal
PL100109,CLM500109,USA,Emily Ortega,Gallagher,India,Lauren Weber,0.01955,925653.47,1441551.3,419013.1,220441.6,-0.3174,UMR_OVMNa,1999,2019-01-14 00:00:00,2024-02-11 00:00:00,0.8609,Broker,Construction,Energy and Construction,New
PL100110,CLM500110,Germany,Leslie Jacobs,Gallagher,Germany,Lauren Weber,0.03664,956176.54,1202015.89,150005.42,537956.82,-0.0003,UMR_dbIuP,2013,2008-07-08 00:00:00,2024-12-16 00:00:00,0.8385,Broker,Energy,Specialty,Renewal
PL100111,CLM500111,UK,Joseph Robbins,Willis,France,Lauren Weber,0.07718,1462932.79,128358.37,382872.1,589025.02,0.1749,UMR_gkMhJ,2011,2015-04-07 00:00:00,2023-01-30 00:00:00,0.6416,Open Market,Construction,Specialty,New
PL100112,CLM500112,UK,Kevin Morgan,Willis,USA,Daniel Powell,0.07222,1359564.21,841604.01,174578.51,862492.62,0.0443,UMR_DgYOk,2012,2020-06-03 00:00:00,2025-02-21 00:00:00,0.656,Broker,Construction,Energy and Construction,Renewal
PL100113,CLM500113,USA,George Kent,Aon,Germany,Daniel Powell,0.02142,1351754.94,470906.82,443958.05,993113.01,-0.1844,UMR_WAXcw,2007,2003-12-29 00:00:00,2023-02-24 00:00:00,0.3123,Open Market,Energy,Specialty,New
PL100114,CLM500114,India,Jodi Morgan,Gallagher,India,Lauren Weber,0.10806,423787.02,957753.6,506975.69,738001.73,-0.4572,UMR_JzgEs,2022,2018-08-30 00:00:00,2024-12-11 00:00:00,0.5982,Broker,Construction,Energy and Construction,Renewal
PL100115,CLM500115,Germany,Jennifer Winters,Gallagher,USA,Lauren Weber,0.06486,115926.87,164177.09,389691.43,266350.36,-0.2235,UMR_XzoCj,2024,2001-06-08 00:00:00,2023-12-18 00:00:00,0.4278,Open Market,Energy,Energy and Construction,Renewal
PL100116,CLM500116,Germany,Emily Miller,Willis,Germany,Daniel Powell,0.08219,860907.47,619227.5,120865.08,840991.8,0.2898,UMR_RvjBj,1986,2006-12-13 00:00:00,2024-12-10 00:00:00,0.539,Open Market,Marine,Specialty,New
PL100117,CLM500117,UK,Valerie Norris,Willis,India,Daniel Powell,0.03604,187917.92,1478263.51,294172.84,316145.97,0.3564,UMR_StkUW,1995,2000-02-01 00:00:00,2024-01-12 00:00:00,0.8912,Delegated Authority,Energy,Specialty,New
PL100118,CLM500118,UK,Melissa Reyes,Willis,India,Lauren Weber,0.0689,1018875.65,689876.71,333024.91,246470.26,-0.4614,UMR_mfdyy,2016,2018-11-24 00:00:00,2024-12-30 00:00:00,0.1547,Broker,Energy,Specialty,Renewal
PL100119,CLM500119,Germany,Keith Buchanan,Gallagher,USA,Lauren Weber,0.06435,1720441.72,1413317.2,505131.36,472203.33,-0.4446,UMR_DXkMT,1993,2006-03-25 00:00:00,2025-04-28 00:00:00,0.4922,Delegated Authority,Construction,Specialty,New
PL100120,CLM500120,UK,Thomas Gomez,Gallagher,Germany,Daniel Powell,0.04991,1540360.19,572516.29,556373.59,272493.48,0.4919,UMR_zVWiI,1998,2018-04-02 00:00:00,2024-05-28 00:00:00,0.3362,Open Market,Marine,Energy and Construction,Renewal
PL100121,CLM500121,UK,Scott Mosley,Gallagher,Germany,Daniel Powell,0.08776,596879.17,1086467.32,292676.34,235316.24,0.3665,UMR_AZBnD,2012,2021-04-14 00:00:00,2025-05-16 00:00:00,0.6101,Open Market,Construction,Specialty,New
PL100122,CLM500122,USA,Carol Davis,Aon,Germany,Daniel Powell,0.07418,1759551,207860.47,320012.93,196753.15,0.4263,UMR_uiKJO,1985,2000-09-22 00:00:00,2024-04-30 00:00:00,0.3145,Delegated Authority,Energy,Specialty,New
PL100123,CLM500123,India,Donna Webb,Gallagher,India,Lauren Weber,0.09751,218508.09,556088.39,598127.96,20711,-0.2433,UMR_dPsYf,1986,2019-10-25 00:00:00,2024-02-12 00:00:00,0.4951,Broker,Marine,Specialty,New
PL100124,CLM500124,Germany,John Serrano,Willis,USA,Daniel Powell,0.04724,307323.62,573174.22,38226.09,108505.69,0.4388,UMR_cpzNY,2017,2006-01-16 00:00:00,2023-06-15 00:00:00,0.6913,Open Market,Construction,Energy and Construction,New
PL100125,CLM500125,UK,Christopher Carroll,Aon,India,Lauren Weber,0.09602,352115.44,738584.57,61310.61,476730.87,0.1985,UMR_HCnFz,1988,2013-07-12 00:00:00,2024-03-15 00:00:00,0.9299,Delegated Authority,Energy,Specialty,Renewal
PL100126,CLM500126,USA,Christine Garcia,Gallagher,USA,Lauren Weber,0.09361,852903.95,933160.46,804019.76,73339.98,-0.4182,UMR_rLUkq,1996,2014-07-19 00:00:00,2023-01-02 00:00:00,0.9563,Open Market,Construction,Energy and Construction,New
PL100127,CLM500127,Germany,Jeremy Raymond,Gallagher,France,Lauren Weber,0.06203,1365987.7,372413.78,905660.24,356967.6,0.3506,UMR_PQfYh,2011,2020-06-28 00:00:00,2024-11-27 00:00:00,0.8013,Open Market,Energy,Specialty,New
PL100128,CLM500128,India,Michael Knapp,Willis,Germany,Lauren Weber,0.04312,1814542.45,1163108.3,39931.48,853300.01,0.3366,UMR_aIyPq,2022,2017-05-11 00:00:00,2024-08-26 00:00:00,0.1978,Open Market,Marine,Specialty,Renewal
PL100129,CLM500129,Germany,Lisa Atkinson,Willis,India,Lauren Weber,0.10354,868599.55,968422.03,740927.03,85063.73,0.4547,UMR_EbMOb,2011,2006-04-24 00:00:00,2023-10-21 00:00:00,0.9057,Delegated Authority,Energy,Specialty,Renewal
PL100130,CLM500130,UK,William Lutz,Marsh,USA,Daniel Powell,0.04366,321606.07,1067845.69,792053.54,860675.38,0.0817,UMR_syAoG,1985,2021-04-06 00:00:00,2025-08-02 00:00:00,0.8892,Broker,Marine,Energy and Construction,New
PL100131,CLM500131,Germany,Julia Woods,Willis,France,Lauren Weber,0.01441,1295564.96,638443.73,161578.33,410277.01,-0.1275,UMR_uNwbq,2022,2007-07-14 00:00:00,2023-03-01 00:00:00,0.9439,Open Market,Marine,Specialty,Renewal
PL100132,CLM500132,India,Tony Bautista,Marsh,India,Daniel Powell,0.07954,1612751.37,169868.88,87750.36,670154.73,0.2424,UMR_vKntu,2021,2005-02-02 00:00:00,2023-10-09 00:00:00,0.1879,Broker,Energy,Energy and Construction,Renewal
PL100133,CLM500133,UK,Linda Dean,Marsh,France,Daniel Powell,0.06035,141858.76,1091827.23,373266.46,85084.76,0.4941,UMR_SCIAP,2001,2016-10-20 00:00:00,2025-06-09 00:00:00,0.6091,Broker,Energy,Energy and Construction,Renewal
PL100134,CLM500134,India,Anthony Branch MD,Aon,Germany,Daniel Powell,0.11636,1039774.52,1170689.57,825694.18,59598.28,0.1047,UMR_ketIv,2013,2001-01-17 00:00:00,2024-12-17 00:00:00,0.1056,Delegated Authority,Energy,Energy and Construction,Renewal
PL100135,CLM500135,India,Dana Baker,Gallagher,France,Daniel Powell,0.10233,593442.07,853268.2,428452.34,229986.75,-0.3694,UMR_rkmlI,2008,2005-12-11 00:00:00,2024-12-10 00:00:00,0.4543,Open Market,Marine,Specialty,Renewal
PL100136,CLM500136,Germany,Miranda Medina,Gallagher,France,Lauren Weber,0.0517,748887.75,162852.67,788101.22,349809.78,-0.0073,UMR_iJdvy,2023,2010-06-08 00:00:00,2023-04-28 00:00:00,0.3551,Broker,Energy,Energy and Construction,New
PL100137,CLM500137,India,Elizabeth Rosales,Aon,Germany,Daniel Powell,0.09293,609171.52,667668.81,39028.71,3909.33,0.3892,UMR_bgZCy,1990,2000-03-29 00:00:00,2023-08-24 00:00:00,0.1688,Broker,Marine,Energy and Construction,New
PL100138,CLM500138,UK,Charles Gonzalez,Gallagher,USA,Lauren Weber,0.05122,610580.23,1055963.97,266152.11,130277.75,0.323,UMR_hWWBz,2018,2015-01-11 00:00:00,2025-09-06 00:00:00,0.7475,Broker,Marine,Specialty,New
PL100139,CLM500139,India,Kristy Deleon,Aon,India,Daniel Powell,0.05999,1564404.9,875542.78,297079.31,645974.35,0.0746,UMR_YgdZJ,1996,2017-03-10 00:00:00,2023-05-18 00:00:00,0.381,Open Market,Marine,Energy and Construction,New
PL100140,CLM500140,India,Shane Smith,Gallagher,USA,Lauren Weber,0.04463,1685064.33,1197894.34,800984.67,623026.59,-0.2858,UMR_MIDzV,2007,2009-03-04 00:00:00,2024-04-18 00:00:00,0.8087,Broker,Construction,Specialty,New
PL100141,CLM500141,India,Anthony Mcdowell,Aon,India,Lauren Weber,0.10544,497091.7,124525.84,202305.11,152499.28,0.0887,UMR_yOyld,2018,2013-11-11 00:00:00,2024-05-17 00:00:00,0.3592,Delegated Authority,Energy,Specialty,New
PL100142,CLM500142,USA,Denise Watson,Aon,Germany,Lauren Weber,0.0989,1992965.96,1193203.45,364032.43,82696.65,-0.1445,UMR_ikUGl,2021,2017-04-20 00:00:00,2025-06-05 00:00:00,0.9092,Open Market,Construction,Energy and Construction,Renewal
PL100143,CLM500143,USA,Denise Castro,Willis,USA,Lauren Weber,0.07633,1829594.23,943786.42,501653.98,877821.92,-0.2469,UMR_dAzNP,1991,2014-05-28 00:00:00,2025-07-07 00:00:00,0.9239,Delegated Authority,Marine,Specialty,Renewal
PL100144,CLM500144,India,Mason Chan,Gallagher,France,Daniel Powell,0.01348,1764560.33,680101.65,820140.72,822370.98,0.0393,UMR_ENBNy,1996,2015-02-19 00:00:00,2023-01-01 00:00:00,0.9614,Open Market,Energy,Specialty,Renewal
PL100145,CLM500145,USA,Nicole Willis,Marsh,France,Lauren Weber,0.09488,1926003.3,382577.48,827760.12,517066.14,-0.4281,UMR_cUvts,2023,2016-08-19 00:00:00,2024-01-31 00:00:00,0.168,Delegated Authority,Marine,Energy and Construction,New
PL100146,CLM500146,India,Barbara Dickson,Willis,USA,Daniel Powell,0.01684,1766489.68,1169598.72,143876.79,568661.1,-0.4348,UMR_zsbMx,2015,2007-10-17 00:00:00,2024-12-31 00:00:00,0.5198,Delegated Authority,Marine,Specialty,New
PL100147,CLM500147,Germany,Jesse Mclaughlin,Gallagher,Germany,Lauren Weber,0.1091,1119912.1,750276.37,706421.35,111916.6,0.3152,UMR_NNbru,2019,2019-06-18 00:00:00,2024-08-13 00:00:00,0.7281,Delegated Authority,Energy,Specialty,Renewal
PL100148,CLM500148,Germany,Carlos Lester,Gallagher,France,Lauren Weber,0.01406,235407.8,437734.3,142283.86,242590.33,0.2911,UMR_wnIxS,1993,2010-02-17 00:00:00,2023-07-24 00:00:00,0.4026,Delegated Authority,Construction,Specialty,New
PL100149,CLM500149,India,John Garza,Aon,India,Daniel Powell,0.06238,1933121.71,419800.36,64898.99,767391.84,-0.1098,UMR_JWzvx,1989,2015-11-04 00:00:00,2024-08-02 00:00:00,0.4909,Broker,Energy,Energy and Construction,New
PL100150,CLM500150,USA,David Gamble,Aon,India,Daniel Powell,0.06513,1898730.64,753969.02,337563.83,172907.19,-0.4059,UMR_srECs,1997,2016-11-23 00:00:00,2025-03-06 00:00:00,0.9449,Delegated Authority,Energy,Energy and Construction,Renewal
PL100151,CLM500151,USA,Mr. Michael Huerta,Willis,France,Daniel Powell,0.05281,1021818.87,155239.3,924998.28,245627.58,-0.0743,UMR_HBbBO,1994,2000-03-05 00:00:00,2025-03-03 00:00:00,0.1571,Delegated Authority,Marine,Energy and Construction,Renewal
PL100152,CLM500152,UK,Evelyn Parker,Willis,USA,Daniel Powell,0.0571,1597419.97,1062592.76,320304.25,23960.15,-0.3382,UMR_NeEIw,1993,2019-02-24 00:00:00,2025-02-20 00:00:00,0.4609,Delegated Authority,Construction,Energy and Construction,New
PL100153,CLM500153,India,Jeffrey Tucker,Marsh,Germany,Lauren Weber,0.08109,1787588.79,1452457.54,208019.48,844453.25,-0.4321,UMR_RMIQk,2008,2001-06-15 00:00:00,2023-03-01 00:00:00,0.9448,Broker,Marine,Specialty,Renewal
PL100154,CLM500154,India,Jason Villanueva,Gallagher,USA,Daniel Powell,0.0166,1840349.33,699239.84,488603.25,551073.32,-0.0541,UMR_uSpVO,2000,2005-02-22 00:00:00,2025-05-20 00:00:00,0.8592,Open Market,Construction,Specialty,New
PL100155,CLM500155,Germany,Kimberly Strong,Marsh,India,Daniel Powell,0.11568,1147013.59,1337290.05,746948.05,368036.26,0.4046,UMR_Tjyqo,2000,2014-03-31 00:00:00,2023-12-19 00:00:00,0.2069,Broker,Energy,Specialty,Renewal
PL100156,CLM500156,UK,Sean Sanchez,Aon,India,Lauren Weber,0.02801,542255.25,1261006.15,797920.54,181280.63,-0.2405,UMR_DPuDp,2013,2012-04-08 00:00:00,2024-10-13 00:00:00,0.497,Delegated Authority,Construction,Energy and Construction,New
PL100157,CLM500157,India,Lauren Martinez,Aon,France,Daniel Powell,0.1065,1204150.95,1369070.85,65742.4,300221.09,0.2423,UMR_McEJD,1995,2006-05-27 00:00:00,2025-09-20 00:00:00,0.5934,Delegated Authority,Energy,Specialty,Renewal
PL100158,CLM500158,Germany,Angela Williams,Willis,USA,Daniel Powell,0.09454,103015.79,493542.21,420067.11,197709.31,0.1623,UMR_peZqX,2009,2020-11-20 00:00:00,2024-02-09 00:00:00,0.6098,Open Market,Energy,Specialty,Renewal
PL100159,CLM500159,Germany,Jeffrey Hodges,Gallagher,France,Lauren Weber,0.01071,721485.29,1376125.53,26122.8,941719.58,-0.4981,UMR_NNuBS,1993,2010-10-04 00:00:00,2023-12-29 00:00:00,0.7121,Open Market,Marine,Specialty,New
PL100160,CLM500160,India,James Atkinson,Aon,USA,Daniel Powell,0.02344,145418.69,931921.8,876323.93,483926.33,0.308,UMR_hCwgf,2020,2003-11-03 00:00:00,2024-07-23 00:00:00,0.6955,Broker,Marine,Specialty,Renewal
PL100161,CLM500161,UK,David Lane,Marsh,France,Lauren Weber,0.11066,336595.62,380475.68,272615.4,971251.52,0.3951,UMR_EeRJU,1991,2009-05-27 00:00:00,2023-10-10 00:00:00,0.5695,Broker,Energy,Specialty,New
PL100162,CLM500162,UK,Brent Meadows,Marsh,France,Daniel Powell,0.02673,1834843.91,606094.17,402936.77,907707.48,0.4628,UMR_MtHgm,2010,2007-07-05 00:00:00,2024-05-23 00:00:00,0.1532,Delegated Authority,Marine,Specialty,New
PL100163,CLM500163,Germany,Joshua Hurst,Aon,France,Daniel Powell,0.09996,1792086.54,622117.89,715788.77,858907.03,0.2431,UMR_lthFT,2022,2016-12-27 00:00:00,2023-03-17 00:00:00,0.2002,Delegated Authority,Energy,Energy and Construction,New
PL100164,CLM500164,UK,Elizabeth West,Gallagher,France,Lauren Weber,0.05526,704637.98,705269.56,307161.04,411051.18,0.2253,UMR_hihNV,2007,2001-11-01 00:00:00,2024-11-13 00:00:00,0.6647,Delegated Authority,Energy,Specialty,New
PL100165,CLM500165,Germany,Rebecca Villa,Marsh,USA,Lauren Weber,0.05048,346232.25,191141.49,320166.93,304175.79,0.1078,UMR_PkwNj,1987,2015-11-12 00:00:00,2025-05-06 00:00:00,0.5513,Open Market,Energy,Specialty,New
PL100166,CLM500166,USA,Patrick Pierce,Gallagher,France,Lauren Weber,0.05402,1522281.28,771298.6,350067.56,720934.35,0.1445,UMR_BGSHa,2009,2008-07-15 00:00:00,2025-07-01 00:00:00,0.8498,Delegated Authority,Energy,Energy and Construction,Renewal
PL100167,CLM500167,Germany,Timothy Bennett,Aon,USA,Lauren Weber,0.02802,1230490.83,150829.44,837094.55,713099.25,-0.1167,UMR_aiQBK,2009,2010-02-10 00:00:00,2024-10-01 00:00:00,0.5148,Broker,Energy,Specialty,Renewal
PL100168,CLM500168,UK,Taylor Greene,Willis,USA,Daniel Powell,0.07371,443211.81,121768.67,106906.63,566366.75,-0.28,UMR_KpBpf,1995,2002-04-01 00:00:00,2024-02-26 00:00:00,0.6142,Broker,Energy,Specialty,New
PL100169,CLM500169,UK,Kristi Turner,Willis,Germany,Lauren Weber,0.05639,1119977.53,943334.08,171932.16,839722.23,0.297,UMR_HBmXU,2022,2021-07-18 00:00:00,2023-11-01 00:00:00,0.8841,Broker,Construction,Specialty,Renewal
PL100170,CLM500170,India,Veronica Jenkins,Gallagher,USA,Daniel Powell,0.06868,617231.5,148290.41,252278.49,795093.12,-0.203,UMR_IfEpa,1989,2006-11-20 00:00:00,2025-02-05 00:00:00,0.4147,Open Market,Energy,Energy and Construction,New
PL100171,CLM500171,Germany,David Andrews,Gallagher,Germany,Lauren Weber,0.09205,1472249.31,751990.89,477354.51,946955.02,-0.4231,UMR_MvBQC,2009,2011-10-02 00:00:00,2025-03-06 00:00:00,0.2856,Open Market,Marine,Specialty,New
PL100172,CLM500172,Germany,David Griffith,Gallagher,Germany,Daniel Powell,0.06692,761536.02,443777.93,596069.98,347198.58,0.2797,UMR_bknIc,1992,2006-10-28 00:00:00,2023-02-17 00:00:00,0.8686,Open Market,Energy,Energy and Construction,Renewal
PL100173,CLM500173,USA,Donald Lloyd,Aon,India,Daniel Powell,0.01478,1127196.79,457722.84,522891.04,880074.89,-0.1637,UMR_OlAhX,1988,2009-05-09 00:00:00,2024-05-28 00:00:00,0.3936,Open Market,Marine,Specialty,New
PL100174,CLM500174,Germany,Jennifer Miller,Aon,USA,Lauren Weber,0.08023,225175.21,513187.65,346598.45,960879.75,0.404,UMR_MMUzG,2005,2021-01-23 00:00:00,2025-03-05 00:00:00,0.5918,Open Market,Energy,Energy and Construction,Renewal
PL100175,CLM500175,India,Diana Farrell,Willis,India,Lauren Weber,0.04607,1549729.75,584006,458396.25,554904.83,0.4873,UMR_XVetW,1989,2018-10-24 00:00:00,2023-07-31 00:00:00,0.8282,Open Market,Construction,Energy and Construction,New
PL100176,CLM500176,UK,Aaron Morgan,Marsh,France,Lauren Weber,0.08562,1948824.69,716005.92,487680.26,321811.4,0.4914,UMR_MalHp,1995,2005-07-10 00:00:00,2024-12-06 00:00:00,0.2165,Open Market,Construction,Energy and Construction,Renewal
PL100177,CLM500177,India,Laurie Petty,Aon,France,Daniel Powell,0.10659,1300085.36,919147.85,999944.9,376047.07,-0.1562,UMR_vqvNQ,2019,2015-12-04 00:00:00,2024-12-29 00:00:00,0.6846,Open Market,Energy,Specialty,Renewal
PL100178,CLM500178,UK,Cynthia Bray,Gallagher,France,Lauren Weber,0.11202,351685.72,307136.15,964586.41,211114.03,0.1784,UMR_YmtDK,2010,2011-07-27 00:00:00,2025-11-30 00:00:00,0.5767,Delegated Authority,Marine,Energy and Construction,Renewal
PL100179,CLM500179,UK,William Hernandez,Aon,USA,Daniel Powell,0.07233,1968421.96,904575.55,756986.48,289681.82,-0.3104,UMR_jUYXK,2002,2001-08-27 00:00:00,2023-12-20 00:00:00,0.9384,Delegated Authority,Marine,Energy and Construction,New
PL100180,CLM500180,India,Carolyn Long,Marsh,Germany,Lauren Weber,0.08914,1831747.11,920896.42,117878.89,172168.19,0.3102,UMR_mzgEY,2009,2020-01-03 00:00:00,2023-02-06 00:00:00,0.626,Open Market,Marine,Specialty,Renewal
PL100181,CLM500181,UK,Robert Christensen,Willis,USA,Lauren Weber,0.08682,1327707.82,942117.23,561580.32,531317.79,-0.3233,UMR_KdsDH,2011,2002-06-27 00:00:00,2024-04-03 00:00:00,0.2977,Open Market,Energy,Specialty,Renewal
PL100182,CLM500182,UK,Joseph Hernandez,Gallagher,Germany,Daniel Powell,0.08606,899792.55,221572.32,594966.44,160858.48,0.0647,UMR_tRDmf,2005,2007-07-26 00:00:00,2025-02-05 00:00:00,0.3971,Broker,Energy,Energy and Construction,Renewal
PL100183,CLM500183,Germany,Melissa Hamilton,Willis,France,Lauren Weber,0.03049,1581092.3,1279280.39,450909.43,896684.62,-0.1535,UMR_pakhV,2001,2021-09-28 00:00:00,2025-09-16 00:00:00,0.1401,Delegated Authority,Construction,Energy and Construction,New
PL100184,CLM500184,UK,Justin Rodriguez,Marsh,Germany,Daniel Powell,0.03816,1546818.69,495296.98,39593.07,780789.62,0.254,UMR_mfaCP,1989,2006-07-21 00:00:00,2023-02-15 00:00:00,0.2246,Open Market,Marine,Energy and Construction,Renewal
PL100185,CLM500185,India,Keith Moran,Gallagher,USA,Daniel Powell,0.05937,1773646.37,1080299.08,706547.6,161991.74,-0.01,UMR_rIVXE,1998,2002-12-08 00:00:00,2023-07-21 00:00:00,0.6325,Broker,Marine,Energy and Construction,New
PL100186,CLM500186,India,Alexandria Roberts,Willis,India,Lauren Weber,0.10118,822606.04,1143596.87,116085.96,64257.34,-0.2245,UMR_aWMla,2009,2004-06-28 00:00:00,2024-06-19 00:00:00,0.1332,Open Market,Construction,Specialty,New
PL100187,CLM500187,India,James Carson,Willis,India,Lauren Weber,0.08209,1234777.68,1138198.63,557552.25,549727.1,-0.1539,UMR_zBnff,1994,2013-11-03 00:00:00,2024-11-29 00:00:00,0.412,Open Market,Marine,Energy and Construction,Renewal
PL100188,CLM500188,UK,Stephanie Fields,Willis,France,Lauren Weber,0.08033,1172491.23,766615.04,91067.85,705387.6,-0.1459,UMR_IqZyd,1999,2017-05-30 00:00:00,2025-04-17 00:00:00,0.1441,Broker,Marine,Specialty,New
PL100189,CLM500189,USA,Alexander Glass,Aon,Germany,Daniel Powell,0.03575,1950497.78,621302.87,813701.45,321308.63,0.3193,UMR_FlnOj,2021,2006-02-13 00:00:00,2023-11-23 00:00:00,0.1888,Broker,Energy,Energy and Construction,New
PL100190,CLM500190,USA,Jason Costa,Willis,Germany,Daniel Powell,0.10638,725353.75,455860.73,856193.47,563964.01,0.255,UMR_suLgq,2012,2019-11-01 00:00:00,2025-05-25 00:00:00,0.3284,Delegated Authority,Marine,Specialty,New
PL100191,CLM500191,Germany,Alicia Harrison,Aon,India,Lauren Weber,0.01466,475955.08,630985.69,793664.18,470580.14,-0.2701,UMR_flsAj,1989,2006-12-02 00:00:00,2025-07-16 00:00:00,0.6889,Broker,Marine,Specialty,New
PL100192,CLM500192,Germany,Diana Robinson,Willis,Germany,Daniel Powell,0.09429,1599112.61,1294891.7,252539.41,226418.21,0.2325,UMR_HorrT,1994,2014-10-27 00:00:00,2024-05-09 00:00:00,0.1286,Broker,Construction,Energy and Construction,New
PL100193,CLM500193,USA,Brenda Nicholson,Willis,India,Daniel Powell,0.01478,590724.61,1304929.34,271624.66,98753.46,-0.3008,UMR_juwYL,2014,2019-09-24 00:00:00,2025-07-14 00:00:00,0.7927,Delegated Authority,Energy,Specialty,New
PL100194,CLM500194,Germany,Alyssa Douglas,Gallagher,Germany,Daniel Powell,0.02329,584357.5,1064972.7,368961.97,715574.14,-0.3704,UMR_BEAGb,1996,2005-07-03 00:00:00,2025-12-25 00:00:00,0.7057,Broker,Marine,Energy and Construction,New
PL100195,CLM500195,India,Devin Clark,Gallagher,France,Lauren Weber,0.10028,1822594.03,957823.25,628995.51,65863.1,-0.495,UMR_SALRM,1997,2013-07-27 00:00:00,2024-09-16 00:00:00,0.4564,Open Market,Marine,Specialty,New
PL100196,CLM500196,India,Corey Pope,Marsh,France,Daniel Powell,0.0484,1891017.48,850019.77,73197.84,240884.79,0.4521,UMR_NNcBL,2017,2017-07-10 00:00:00,2025-03-01 00:00:00,0.2507,Open Market,Marine,Specialty,Renewal
PL100197,CLM500197,USA,Angela Fleming,Willis,Germany,Daniel Powell,0.06623,738483.53,459970.15,374949.17,329544.99,0.2793,UMR_NXPJO,2016,2016-06-29 00:00:00,2025-10-15 00:00:00,0.6559,Delegated Authority,Construction,Specialty,Renewal
